title,date,url
2026年3月杨浦区生态环境局执法大队执法检查计划,2026.03.03,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20260316/501655.html
上海市杨浦区生态环境局执法大队2026年2月份生态环境执法检查情况,2026.03.02,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20260302/500735.html
2026年2月杨浦区生态环境局执法大队执法检查计划,2026.02.06,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20260206/499488.html
上海市杨浦区生态环境局执法大队2026年1月份生态环境执法检查情况,2026.02.06,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20260206/499486.html
2026年1月杨浦区生态环境局执法大队执法检查计划,2026.01.12,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20260114/498164.html
上海市杨浦区生态环境局执法大队2025年12月份生态环境执法检查情况,2026.01.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20260107/497710.html
2025年12月杨浦区生态环境局执法大队执法检查计划,2025.12.05,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20251205/495728.html
上海市杨浦区生态环境局执法大队2025年11月份生态环境执法检查情况,2025.12.05,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20251205/495727.html
上海市杨浦区生态环境局执法大队2025年10月份生态环境执法检查情况,2025.11.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20251107/493778.html
2025年11月杨浦区生态环境局执法大队执法检查计划,2025.11.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20251107/493779.html
2025年10月杨浦区生态环境局执法大队执法检查计划,2025.10.11,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20251011/491923.html
上海市杨浦区生态环境局执法大队2025年9月份生态环境执法检查情况,2025.10.11,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20251011/491921.html
2025年9月杨浦区生态环境局执法大队执法检查计划,2025.09.05,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250905/489589.html
上海市杨浦区生态环境局执法大队2025年8月份生态环境执法检查情况,2025.09.05,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250905/489587.html
2025年8月杨浦区生态环境局执法大队执法检查计划,2025.08.04,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250804/487147.html
上海市杨浦区生态环境局执法大队2025年7月份生态环境执法检查情况,2025.08.04,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250804/487134.html
上海市杨浦区生态环境局执法大队2025年6月份生态环境执法检查情况,2025.07.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250707/484533.html
2025年7月杨浦区生态环境局执法大队执法检查计划,2025.07.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250707/484535.html
2025年6月杨浦区生态环境局执法大队执法检查计划,2025.06.06,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250606/482270.html
上海市杨浦区生态环境局执法大队 2025年5月份生态环境执法检查情况,2025.06.06,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250606/482269.html
2025年5月杨浦区生态环境局执法大队执法检查计划,2025.05.09,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250509/480134.html
上海市杨浦区生态环境局执法大队2025年4月份生态环境执法检查情况,2025.05.09,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250509/480133.html
2025年4月杨浦区生态环境局执法大队执法检查计划,2025.04.02,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250402/477583.html
上海市杨浦区生态环境局执法大队2025年3月份生态环境执法检查情况,2025.04.02,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250402/477582.html
2025年3月杨浦区生态环境局执法大队执法检查计划,2025.03.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250307/475533.html
上海市杨浦区生态环境局执法大队2025年2月份生态环境执法检查情况,2025.03.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250307/475531.html
2025年2月杨浦区生态环境局执法大队执法检查计划,2025.02.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250207/473590.html
上海市杨浦区生态环境局执法大队2025年1月份生态环境执法检查情况,2025.02.07,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250207/473587.html
上海市杨浦区生态环境局执法大队 2024年12月份生态环境执法检查情况,2025.01.03,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250103/471447.html
2025年1月杨浦区生态环境局执法大队执法检查计划,2025.01.03,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20250103/471446.html
2024年12月杨浦区生态环境局执法大队执法检查计划,2024.12.04,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20241204/469519.html
上海市杨浦区生态环境局执法大队 2024年11月份生态环境执法检查情况,2024.12.04,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20241204/469518.html
2024年11月杨浦区生态环境局执法大队执法检查计划,2024.11.08,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20241108/467510.html
上海市杨浦区生态环境局执法大队2024年10月份生态环境执法检查情况,2024.11.08,https://www.shyp.gov.cn/shypq/yqyw-wb-hbjzl-hjjcha-gzqk/20241108/467511.html
